Disease,Country,ResultName,ResultLink,Address,Latitude,Longitude,Contact,Description,Local,LocalLink
Alexander disease,Switzerland,Consultation des épilepsies pédiatriques et des anomalies neurodéveloppementales,https://www.orpha.net/en/expert-centres/centre/422761?name=Alexander%20disease&consulting=medical&age=all&official=0,"Centre Hospitalier Universitaire Vaudois CHUV, Rue du Bugnon 21, 1011 LAUSANNE, SWITZERLAND",46.5246277,6.6396051,Phone 1: 0041 (0)21 314 35 63 <br>Fax: 0041 (0)21 314 35 72 <br>Contact email: myriam.sandoz@chuv.ch <br>https://bit.ly/2MAlHZj,Description: https://bit.ly/2MAlHZj <br>Age range: For children <br>Type(s): Medical management,,https://www.google.com/maps/search/Rue+du+Bugnon+21+LAUSANNE+Suisse+Romande
Alexander disease,Switzerland,Consultation de génétique,https://www.orpha.net/en/expert-centres/centre/93489?name=Alexander%20disease&consulting=medical&age=all&official=0,"Avenue Grand-Champsec 86, 1951 SION, SWITZERLAND",46.2354223,7.3870297,Phone 1: 0041 (0)27 603 47 80 <br>Fax: 0041 (0)27 603 47 89 <br>Contact email: genetique@hopitalvs.ch <br>https://www.hopitalvs.ch/fr/disciplines-medicales/disciplines-de-a-a-z/genetique.html,"Description: https://www.hopitalduvalais.ch/fr/disciplines-medicales/disciplines-de-a-a-z/genetique.html <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",Institut Central des Hôpitaux (ICH),https://www.google.com/maps/search/Avenue+Grand-Champsec+86+SION+Suisse+Romande
Alexander disease,United Kingdom,Northern Ireland Regional Genetics Centre,https://www.orpha.net/en/expert-centres/centre/66517?name=Alexander%20disease&consulting=medical&age=all&official=0,"51 Lisburn Road, BELFAST, UNITED KINGDOM",54.58736795,-5.941665447472903,Phone 1: 44 (0)2890 329 241 <br>Fax: 44 (0)2890 236 911 <br>http://www.belfasttrust.hscni.net/hospitals/ContactDetailsBCH.htm,"Description: https://belfasttrust.hscni.net/service/regional-genetics-service/ https://belfasttrust.hscni.net/service/regional-genetics-service/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",Belfast City Hospital,https://www.google.com/maps/search/51+Lisburn+Road+BELFAST+Belfast
Canavan disease,Germany,Neuropädiatrische Ambulanz und SPZ,https://www.orpha.net/en/expert-centres/centre/589997?name=Canavan%20disease&consulting=medical&age=all&official=0,"Janusz-Korczak-Allee 12, 30173 HANNOVER, GERMANY",52.360413050000005,9.778379469460964,Phone 1: 49 (0)511 8115 7702 <br>Contact email: info@hka.de <br>https://www.spz-hannover.de/sozialpaediatrisches-zentrum-hannover-spz,Description: https://www.spz-hannover.de/sozialpaediatrisches-zentrum-hannover-spz <br>Age range: For children <br>Type(s): Medical management,Auf der Bult - Kinder- und Jugendkrankenhaus,https://www.google.com/maps/search/Janusz-Korczak-Allee+12+HANNOVER+Niedersachsen
Canavan disease,Austria,Zentrum für angeborene Stoffwechselstörungen (Assoziiertes Nationales Zentrum im Europäischen Referenznetzwerk MetabERN),https://www.orpha.net/en/expert-centres/centre/436630?name=Canavan%20disease&consulting=medical&age=all&official=0,"Müllner Hauptstraße 48, 5020 SALZBURG, AUSTRIA",47.8073236,13.0284752,Phone 1: +43 (0)5 7255 26222 <br>Contact email: sekretariat-kinderklinik@salk.at <br>http://www.salk.at/1076.html,"Description: http://www.salk.at/4263.html <br>Age range: For children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Universitätsklinikum der Paracelsus Medizinischen Privatuniversität,https://www.google.com/maps/search/M%C3%BCllner+Hauptstra%C3%9Fe+48+SALZBURG+SALZBURG
Canavan disease,Austria,Ambulanz für angeborene Stoffwechselerkrankungen und Neuropädiatrie (Assoziiertes Nationales Zentrum im Europäischen Referenznetzwerk MetabERN),https://www.orpha.net/en/expert-centres/centre/437710?name=Canavan%20disease&consulting=medical&age=all&official=0,", 8036 GRAZ, AUSTRIA",47.0708678,15.4382786,Phone 1: +43 (0)316 385 82679 <br>http://kinderklinik.uniklinikumgraz.at/allg-paediatrie/Seiten/default.aspx,Description: http://kinderklinik.uniklinikumgraz.at/allg-paediatrie/Seiten/default.aspx <br>Age range: For children <br>Type(s): Medical management Member of a ERN,Medizinische Universität Graz,https://www.google.com/maps/search/+GRAZ+STEIERMARK
Canavan disease,Austria,Zentrum für angeborene Stoffwechselstörungen (Assoziiertes Nationales Zentrum im Europäischen Referenznetzwerk MetabERN),https://www.orpha.net/en/expert-centres/centre/308146?name=Canavan%20disease&consulting=medical&age=all&official=0,", 6020 INNSBRUCK, AUSTRIA",47.2654296,11.3927685,Phone 1: +43 (0)512 504 23501 <br>https://kinderzentrum.tirol-kliniken.at/page.cfm?vpath=paediatrie-i,Description: http://kinderzentrum.tirol-kliniken.at/page.cfm?vpath=paediatrie-i/spezialbereiche/stoffwechselstoerungen <br>Age range: For children <br>Type(s): Medical management Member of a ERN,Medizinische Universität Innsbruck,https://www.google.com/maps/search/+INNSBRUCK+TIROL
Canavan disease,Austria,Spezialambulanz für angeborene Stoffwechselkrankheiten,https://www.orpha.net/en/expert-centres/centre/436674?name=Canavan%20disease&consulting=medical&age=all&official=0,"Carl-Pedenz-Straße 2, 6900 BREGENZ, AUSTRIA",47.49715085,9.745849807459203,Phone 1: +43 (0)5574 401 2900 <br>https://www.landeskrankenhaus.at/leistungsangebot/fuer-patienten/medizinische-fachbereiche/lkh-bregenz/kinderheilkunde,Description: https://www.landeskrankenhaus.at/leistungsangebot/fuer-patienten/medizinische-fachbereiche/lkh-bregenz/kinderheilkunde <br>Age range: For children <br>Type(s): Medical management,Landeskrankenhaus Bregenz,https://www.google.com/maps/search/Carl-Pedenz-Stra%C3%9Fe+2+BREGENZ+VORARLBERG
Canavan disease,Austria,Ambulanz für Angeborene Stoffwechselerkrankungen im Erwachsenenalter,https://www.orpha.net/en/expert-centres/centre/170458?name=Canavan%20disease&consulting=medical&age=all&official=0,"Währinger Gürtel 18-20, 1090 WIEN, AUSTRIA",48.2212921,16.3482681,Phone 1: +43 (0)1 40400 60950 <br>http://www.meduniwien.ac.at/innere3/endo/index.htm,Description: https://innere-med-3.meduniwien.ac.at/unsere-abteilungen/endokrinologie-und-stoffwechsel/patientinneninformationen/ambulanzen/ <br>Age range: For adults <br>Type(s): Medical management,Universitätsklinikum - AKH Wien,https://www.google.com/maps/search/W%C3%A4hringer+G%C3%BCrtel+18-20+WIEN+WIEN
Canavan disease,Austria,Zentrum für angeborene Stoffwechselerkrankungen (Assoziiertes Nationales Zentrum im Europäischen Referenznetzwerk MetabERN),https://www.orpha.net/en/expert-centres/centre/70179?name=Canavan%20disease&consulting=medical&age=all&official=0,"Währinger Gürtel 18-20, 1090 WIEN, AUSTRIA",48.2212921,16.3482681,Phone 1: +43 (0)1 40400 32320 <br>https://kinderklinik.meduniwien.ac.at/klinik-patientinnen/spezialambulanzen-spezialbereiche/,"Description: http://kinderklinik.meduniwien.ac.at/klinik-patientinnen/spezialambulanzen-spezialbereiche/ <br>Age range: For children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Universitätsklinikum - AKH Wien,https://www.google.com/maps/search/W%C3%A4hringer+G%C3%BCrtel+18-20+WIEN+WIEN
Canavan disease,Belgium,Expertisecentrum voor zeldzame aangeboren afwijkingen en ontwikkelingsstoornissen - UZA,https://www.orpha.net/en/expert-centres/centre/572591?name=Canavan%20disease&consulting=medical&age=all&official=0,"Drie Eikenstraat 655, 2650 EDEGEM (ANTWERPEN), BELGIUM",51.1569703,4.412094459955615,Phone 1: +32 (0)3 275 97 74 <br>Contact email: medische.genetica@uza.be <br>https://www.uza.be/behandeling/aangeboren-afwijkingen-enof-zeldzame-oorzaken-van-ontwikkelingsachterstand,"Description: https://ern-ithaca.eu/about-us/expert-centers/ern-ithaca-antwerpen-center/ https://ern-ithaca.eu/about-us/expert-centers/ern-ithaca-antwerpen-center/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Antwerp University Hospital - UZA,https://www.google.com/maps/search/Drie+Eikenstraat+655+EDEGEM+%28ANTWERPEN%29+ANTWERPEN
Canavan disease,Belgium,Multidisciplinair expertenteam/Centrum Zeldzame Ziekten - Universitair Ziekenhuis Antwerpen,https://www.orpha.net/en/expert-centres/centre/526209?name=Canavan%20disease&consulting=medical&age=all&official=0,"Drie Eikenstraat 655, 2650 EDEGEM (ANTWERPEN), BELGIUM",51.1569703,4.412094459955615,Phone 1: + 32 (0)3 821 97 66 [coordinator rare diseases] <br>Phone 2: + 32 (0)3 275 97 74 <br>Fax: +32 (0)3 275 97 23 <br>Contact email: zeldzameziekten@uza.be <br>https://www.uza.be/over-zeldzame-ziekten,"Description: https://www.uza.be/over-zeldzame-ziekten <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Antwerp University Hospital - UZA,https://www.google.com/maps/search/Drie+Eikenstraat+655+EDEGEM+%28ANTWERPEN%29+ANTWERPEN
Canavan disease,Belgium,"ReferentieCentrum voor Erfelijke Metabole Aandoeningen - CEMA, Antwerpen",https://www.orpha.net/en/expert-centres/centre/66143?name=Canavan%20disease&consulting=medical&age=all&official=0,"Drie Eikenstraat 655, 2650 EDEGEM (ANTWERPEN), BELGIUM",51.1569703,4.412094459955615,Phone 1: +32 (0)3 821 50 65 <br>Phone 2: +32 (0)3 821 57 45 <br>Contact email: laura.greefs@uza.be <br>https://cema.uza.be/,Description: https://www.uza.be/over-metabole-ziekten-zeldzame-stofwisselingsziekten https://www.uza.be/over-metabole-ziekten-zeldzame-stofwisselingsziekten <br>Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Antwerp University Hospital - UZA,https://www.google.com/maps/search/Drie+Eikenstraat+655+EDEGEM+%28ANTWERPEN%29+ANTWERPEN
Canavan disease,Belgium,Centre de référence des maladies héréditaires du métabolisme - UCL Saint-Luc,https://www.orpha.net/en/expert-centres/centre/181908?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue Hippocrate, 10, 1200 BRUSSELS, BELGIUM",50.851809,4.453697299931784,Phone 1: +32 (0)2 764 10 61 <br>Phone 2: +32 (0)2 764 10 62 <br>Fax: +32 (0)2 764 89 57 <br>Contact email: neuropediatrie-saintluc@saintluc.uclouvain.be <br>http://www.institutdesmaladiesrares.be/?q=node/7,"Description: https://www.saintluc.be/services/medicaux/maladies-metaboliques/index.php https://www.saintluc.be/services/medicaux/maladies-metaboliques/index.php <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Cliniques universitaires Saint-Luc - UCLouvain,https://www.google.com/maps/search/Avenue+Hippocrate%2C+10+BRUSSELS+ARRONDISSEMENT+BRUSSELS-CAPITAL
Canavan disease,Belgium,Centre des maladies héréditaires du métabolisme/Centrum voor de behandeling van erfelijke metabole aandoeningen - HUDERF - UZ Brussel,https://www.orpha.net/en/expert-centres/centre/182002?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue Jean-Joseph Crocq, 15, 1020 BRUSSELS, BELGIUM",50.8885403,4.3288842,Phone 1: +32 (0)2 477 39 67 <br>Phone 2: +32 (0)2 477 31 20 <br>Fax: +32 (0)2 477 25 63 <br>https://www.huderf.be/fr/problematiques-de-sante/maladies-metaboliques,"Description: https://metab.ern-net.eu/metabolic-centre-ulb-vub/ https://metab.ern-net.eu/metabolic-centre-ulb-vub/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Hôpital Universitaire de Bruxelles (H.U.B) - Site HUDERF,https://www.google.com/maps/search/Avenue+Jean-Joseph+Crocq%2C+15+BRUSSELS+ARRONDISSEMENT+BRUSSELS-CAPITAL
Canavan disease,Belgium,Equipe dexperts multidisciplinaire/Centre pour les maladies rares - Cliniques Universitaires Saint-Luc,https://www.orpha.net/en/expert-centres/centre/526966?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue Hippocrate, 10, 1200 BRUSSELS, BELGIUM",50.851809,4.453697299931784,Phone 1: +32 (0)2 764 78 00 <br>Contact email: maladies.rares@saintluc.uclouvain.be <br>http://www.institutdesmaladiesrares.be/,"Description: http://www.institutdesmaladiesrares.be/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Cliniques universitaires Saint-Luc - UCLouvain,https://www.google.com/maps/search/Avenue+Hippocrate%2C+10+BRUSSELS+ARRONDISSEMENT+BRUSSELS-CAPITAL
Canavan disease,Belgium,Equipe dexperts multidisciplinaire/Centre pour les maladies rares - HUB,https://www.orpha.net/en/expert-centres/centre/526970?name=Canavan%20disease&consulting=medical&age=all&official=0,"Route de Lennik 808, 1070 ANDERLECHT, BELGIUM",50.8138125,4.264934878720768,Phone 1: communication@hubruxelles.be <br>Contact email: communication@hubruxelles.be <br>https://www.hubruxelles.be/,"Description: https://www.erasme.be/fr/problematiques-de-sante/maladies-rares https://www.erasme.be/fr/problematiques-de-sante/maladies-rares <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Hôpital Universitaire de Bruxelles (H.U.B),https://www.google.com/maps/search/Route+de+Lennik+808+ANDERLECHT+ARRONDISSEMENT+BRUSSELS-CAPITAL
Canavan disease,Belgium,Multidisciplinair expertenteam/Centrum voor Zeldzame Ziekten - Universitair Ziekenhuis Brussel,https://www.orpha.net/en/expert-centres/centre/525971?name=Canavan%20disease&consulting=medical&age=all&official=0,"Laarbeeklaan 101, 1090 BRUSSELS, BELGIUM",50.8861241,4.3094423,Phone 1: +32 (0)2 801 27 01 <br>Contact email: zeldzameziekten@uzbrussel.be <br>https://www.uzbrussel.be/web/centrum-voor-zeldzame-ziekten/expertise,"Description: https://www.uzbrussel.be/web/centrum-voor-zeldzame-ziekten/expertise <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Universitair Ziekenhuis Brussel,https://www.google.com/maps/search/Laarbeeklaan+101+BRUSSELS+ARRONDISSEMENT+BRUSSELS-CAPITAL
Canavan disease,Belgium,Equipe dexperts multidisciplinaire/Centre pour les maladies rares - Grand Hôpital de Charleroi et Institut de Pathologie et de Génétique,https://www.orpha.net/en/expert-centres/centre/596492?name=Canavan%20disease&consulting=medical&age=all&official=0,"Rue Marguerite Depasse, 6, 6060 GILLY, BELGIUM",50.4180931,4.4820071,Phone 1: +32 (0)71 911 250 <br>Contact email: camille.rouyer@ipg.be <br>https://www.ghdc.be/fonction-maladies-rares,"Description: https://www.ghdc.be/fonction-maladies-rares <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Grand Hôpital de Charleroi - Site Saint-Joseph,https://www.google.com/maps/search/Rue+Marguerite+Depasse%2C+6+GILLY+HAINAUT
Canavan disease,Belgium,Centre de référence des maladies héréditaires du métabolisme - IPG (membre du CIMM),https://www.orpha.net/en/expert-centres/centre/181903?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue Georges Lemaître, 25, 6041 GOSSELIES, BELGIUM",50.47304775,4.469277248003824,Phone 1: +32 (0)71 447 115 <br>Phone 2: +32 (0)71 447 211 <br>Fax: +32 (0)71 34 78 61 <br>Contact email: camille.rouyer@ipg.be <br>http://www.ipg.be/genetique-humaine/maladies-metaboliques/,"Description: https://metab.ern-net.eu/chu-de-liege/ https://metab.ern-net.eu/chu-de-liege/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Institut de Pathologie et de Génétique,https://www.google.com/maps/search/Avenue+Georges+Lema%C3%AEtre%2C+25+GOSSELIES+HAINAUT
Canavan disease,Belgium,Centre de référence des maladies métaboliques héréditaires - CHU de Liège (membre du CIMM),https://www.orpha.net/en/expert-centres/centre/181993?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue de l'hôpital, 1, 4000 LIEGE, BELGIUM",50.5729745,5.56939883871619,Phone 1: +32 (0)4 284 36 45 <br>Phone 2: +32 (0)4 366 71 23 <br>Fax: +32 (0)4 366 81 46 <br>Contact email: esther.renson@chuliege.be <br>https://www.chuliege.be/jcms/c2_17345590/fr/accueil,"Description: https://metab.ern-net.eu/chu-de-liege/ https://metab.ern-net.eu/chu-de-liege/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",CHU de Liège - Domaine universitaire du Sart Tilman,https://www.google.com/maps/search/Avenue+de+l%27h%C3%B4pital%2C+1+LIEGE+LIEGE
Canavan disease,Belgium,Equipe dexperts multidisciplinaire/Centre pour les maladies rares - CHU Liège,https://www.orpha.net/en/expert-centres/centre/526969?name=Canavan%20disease&consulting=medical&age=all&official=0,"Avenue de l'hôpital, 1, 4000 LIEGE, BELGIUM",50.5729745,5.56939883871619,Phone 1: +32 (0)4 284 36 40 <br>Fax: +32 (0)4 242 54 46 <br>Contact email: maladierare@chuliege.be <br>https://www.chuliege.be/jcms/c2_17345666/en/accueil/centre-des-maladies-rares,"Description: https://www.chuliege.be/jcms/c2_17345666/en/accueil/centre-des-maladies-rares <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",CHU de Liège - Domaine universitaire du Sart Tilman,https://www.google.com/maps/search/Avenue+de+l%27h%C3%B4pital%2C+1+LIEGE+LIEGE
Canavan disease,Belgium,Centre de référence des maladies métaboliques héréditaires - Centre Pinocchio (membre du CIMM),https://www.orpha.net/en/expert-centres/centre/66871?name=Canavan%20disease&consulting=medical&age=all&official=0,"Boulevard de Patience et Beaujonc, 2, 4000 LIÈGE, BELGIUM",50.6481905,5.534753315227196,Phone 1: +32 (0)4 355 51 50 <br>Phone 2: +32 (0)4 355 51 43 <br>Contact email: celine.lismonde@chc.be <br>http://www.chc.be/Services/Services-medicaux/Maladies-metaboliques-rares-(Centre-Pinocchio).aspx,"Description: https://metab.ern-net.eu/chu-de-liege/ https://metab.ern-net.eu/chu-de-liege/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Clinique CHC MontLégia,https://www.google.com/maps/search/Boulevard+de+Patience+et+Beaujonc%2C+2+LI%C3%88GE+LIEGE
Canavan disease,Belgium,Multidisciplinair expertenteam/Centrum voor Zeldzame Ziekten - Universitair Ziekenhuis Gent,https://www.orpha.net/en/expert-centres/centre/526202?name=Canavan%20disease&consulting=medical&age=all&official=0,"Corneel Heymanslaan 10, 9000 GENT, BELGIUM",51.02353555,3.7266310296153846,Phone 1: +32 (0)9 332 98 09 <br>Contact email: zeldzame.ziekten@uzgent.be <br>https://www.uzgent.be/patient/zoek-een-arts-of-dienst/zeldzame-aandoeningen,"Description: https://www.uzgent.be/patient/zoek-een-arts-of-dienst/zeldzame-aandoeningen <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",Universitair ziekenhuis Gent (UZ Gent),https://www.google.com/maps/search/Corneel+Heymanslaan+10+GENT+OOST-VLAANDEREN
Canavan disease,Belgium,Multidisciplinair expertenteam/Centrum Zeldzame Ziekten - Universitair Ziekenhuis Leuven,https://www.orpha.net/en/expert-centres/centre/526195?name=Canavan%20disease&consulting=medical&age=all&official=0,"Herestraat 49, 3000 LEUVEN, BELGIUM",50.87718495,4.671450912076818,Phone 1: +32 (0)16 34 57 42 <br>Phone 2: +32 (0)16 34 66 15 <br>Contact email: zeldzameziekten@uzleuven.be <br>https://www.uzleuven.be/nl/zeldzame-ziekten,"Description: https://www.uzleuven.be/netwerken-rond-zeldzame-ziekten https://www.uzleuven.be/netwerken-rond-zeldzame-ziekten <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",UZ Leuven - Campus Gasthuisberg,https://www.google.com/maps/search/Herestraat+49+LEUVEN+VLAAMS+BRABANT
Canavan disease,Belgium,ReferentieCentrum voor Erfelijke Metabole Aandoeningen - UZ Leuven,https://www.orpha.net/en/expert-centres/centre/65065?name=Canavan%20disease&consulting=medical&age=all&official=0,"Herestraat 49, 3000 LEUVEN, BELGIUM",50.87718495,4.671450912076818,Phone 1: +32 (0)16 34 46 49 <br>Contact email: mz@uzleuven.be <br>https://www.uzleuven.be/centrum-metabole-ziekten,"Description: https://metab.ern-net.eu/uz-leuven/ https://metab.ern-net.eu/uz-leuven/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling Member of a ERN",UZ Leuven - Campus Gasthuisberg,https://www.google.com/maps/search/Herestraat+49+LEUVEN+VLAAMS+BRABANT
Canavan disease,Canada,"Clinical Genetics, Credit Valley Site, Trillium Health Partners",https://www.orpha.net/en/expert-centres/centre/368279?name=Canavan%20disease&consulting=medical&age=all&official=0,"2200 Eglinton Ave West, L5M 2N1 MISSISSAUGA, CANADA",43.559441,-79.70371211203724,Phone 1: 1 (905) 813-4104 <br>Fax: 1 (905) 813-4347 <br>http://trilliumhealthpartners.ca/patientservices/genetics/Pages/default.aspx,"Description: http://trilliumhealthpartners.ca/patientservices/genetics/Pages/default.aspx <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling","Genetics Clinic, Credit Valley Hospital",https://www.google.com/maps/search/2200+Eglinton+Ave+West+MISSISSAUGA+Ontario
Canavan disease,Canada,Clinical and Metabolic Genetics Division,https://www.orpha.net/en/expert-centres/centre/438028?name=Canavan%20disease&consulting=medical&age=all&official=0,"555 University Avenue, M5G 2L3 TORONTO, CANADA",43.6570957,-79.3877344,Phone 1: 01 (416) 813-6390 <br>Fax: 01 (416) 813-5345 <br>http://www.sickkids.ca/CGenetics/index.html,"Description: http://www.sickkids.ca/CGenetics/index.html <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",The Hospital for Sick Children and University of Toronto,https://www.google.com/maps/search/555+University+Avenue+TORONTO+Ontario
Canavan disease,Canada,Clinique génétique médicale biochimique (pédiatrique et adulte),https://www.orpha.net/en/expert-centres/centre/316074?name=Canavan%20disease&consulting=medical&age=all&official=0,"1001 Décarie blvd., H4A 3J1 MONTRÉAL, CANADA",45.4723792,-73.6020273,Phone 1: 1 (514) 412 - 4427 <br>Fax: 1 (514) 412 - 4296 <br>https://muhc.ca/med-genetics/profile/department-medical-genetics,Description: http://muhc.ca/med-genetics/page/clinical-genetics <br>Age range: For adults and children <br>Type(s): Medical management,Glen / McGill Univeristy Health Centre - Centre Universitaire de santé McGill,https://www.google.com/maps/search/1001+D%C3%A9carie+blvd.+MONTR%C3%89AL+Qu%C3%A9bec
Canavan disease,Canada,Service génétique médicale,https://www.orpha.net/en/expert-centres/centre/359813?name=Canavan%20disease&consulting=medical&age=all&official=0,"3001, 12e Avenue Nord, J1H 5N4 SHERBROOKE, CANADA",45.4483618,-71.8679015,Phone 1: 1 (819) 820-6828 <br>Fax: 1 (819) 564-5217,Description: https://www.santeestrie.qc.ca/accueil/ <br>Age range: For adults and children <br>Type(s): Medical management,CIUSSS de lEstrie - CHUS Fleurimont,https://www.google.com/maps/search/3001%2C+12e+Avenue+Nord+SHERBROOKE+Qu%C3%A9bec
Canavan disease,Croatia,Expert Center on Hereditary Metabolic Disorders,https://www.orpha.net/en/expert-centres/centre/651396?name=Canavan%20disease&consulting=medical&age=all&official=0,"Kispaticeva 12, 10000 ZAGREB, CROATIA",45.82455335,16.006115738597643,Phone 1: 385 (0)1 2388 888 <br>https://www.kbc-zagreb.hr/zavod-za-medicinsku-genetiku-i-bolesti-metabolizma.aspx,Age range: For children <br>Type(s): Medical management Member of a ERN,Zagreb Clinical Hospital Center,https://www.google.com/maps/search/Kispaticeva+12+ZAGREB+CROATIA
Canavan disease,Croatia,Expert Center on Rare Neurological Diseases,https://www.orpha.net/en/expert-centres/centre/620454?name=Canavan%20disease&consulting=medical&age=all&official=0,"Kispaticeva 12, 10000 ZAGREB, CROATIA",45.82455335,16.006115738597643,Phone 1: 385 (0)1 45 96 843 <br>Phone 2: 385 (0)1 24 21 846,Description: https://www.kbc-zagreb.hr/klinika-za-neurologiju.aspx <br>Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Zagreb Clinical Hospital Center,https://www.google.com/maps/search/Kispaticeva+12+ZAGREB+CROATIA
Canavan disease,Cyprus,Neuromuscular diseases clinic,https://www.orpha.net/en/expert-centres/centre/66444?name=Canavan%20disease&consulting=medical&age=all&official=0,"Iroon Avenue 6, 1683 NICOSIA, CYPRUS",35.1668603,33.3142723,Phone 1: 0 22 35 86 00 <br>Fax: 0 22 39 27 86 <br>http://www.cing.ac.cy,Age range: For adults and children <br>Type(s): Medical management Member of a ERN,The Cyprus Institute of Neurology and Genetics,https://www.google.com/maps/search/Iroon+Avenue+6+NICOSIA+Cyprus
Canavan disease,Czech Republic,Metabolické centrum,https://www.orpha.net/en/expert-centres/centre/619690?name=Canavan%20disease&consulting=medical&age=all&official=0,"Vseobecna fakultni nemocnice a 1. lekarska fakulta UK, Ke Karlovu 2, 128 08 PRAHA, CZECH REPUBLIC",50.0723334,14.4276204,Phone 1: 420 224 967 734 <br>Fax: 420 224 967 168 <br>https://www.vfn.cz/pacienti/kliniky-ustavy/klinika-detskeho-a-dorostoveho-lekarstvi/,"Description: https://www.vfn.cz/pacienti/kliniky-ustavy/klinika-detskeho-a-dorostoveho-lekarstvi/ <br>Age range: For adults and children <br>Type(s): Medical management , Genetic counselling",VFN a 1. LF UK,https://www.google.com/maps/search/Ke+Karlovu+2+PRAHA+Capital+City+Prague
Canavan disease,Czech Republic,Expert Center on Leukodystrophy,https://www.orpha.net/en/expert-centres/centre/620462?name=Canavan%20disease&consulting=medical&age=all&official=0,"Videnska 800, Praha 4, 140 59 PRAHA, CZECH REPUBLIC",50.0300067,14.457062,Phone 1: 420 261 082 272 <br>https://www.ftn.cz/en/clinic-of-neurology-3rd-faculty-of-medicine-charles-university-and-thomayer-university-hospital-53/,Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Thomayer University Hospital,https://www.google.com/maps/search/Videnska+800%2C+Praha+4+PRAHA+Capital+City+Prague
Canavan disease,Denmark,Center for Rare Diseases,https://www.orpha.net/en/expert-centres/centre/101290?name=Canavan%20disease&consulting=medical&age=all&official=0,"Blegdamsvej 9, 2100 COPENHAGEN, DENMARK",55.695976,12.56665,,Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Rigshospitalet,https://www.google.com/maps/search/Blegdamsvej+9+COPENHAGEN+Sj%C3%A6lland
Canavan disease,Denmark,Centre for Inherited Metabolic Diseases,https://www.orpha.net/en/expert-centres/centre/511769?name=Canavan%20disease&consulting=medical&age=all&official=0,"Blegdamsvej 9, 2100 COPENHAGEN, DENMARK",55.695976,12.56665,Phone 1: 45 35 45 40 62,Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Rigshospitalet,https://www.google.com/maps/search/Blegdamsvej+9+COPENHAGEN+Sj%C3%A6lland
Canavan disease,Denmark,Expert Center on Rare Neurological Diseases,https://www.orpha.net/en/expert-centres/centre/620458?name=Canavan%20disease&consulting=medical&age=all&official=0,"Palle Juul-Jensens Boulevard 99, 8200 AARHUS, DENMARK",56.191909,10.172115,Phone 1: +45 78 45 00 00,Age range: For adults <br>Type(s): Medical management Member of a ERN,Aarhus University Hospital - Skejby,https://www.google.com/maps/search/Palle+Juul-Jensens+Boulevard+99+AARHUS+Midtjylland
Canavan disease,Estonia,Multidistsiplinaarne harvikhaiguste kompetentsikeskus,https://www.orpha.net/en/expert-centres/centre/624404?name=Canavan%20disease&consulting=medical&age=all&official=0,"L.Puusepa 2, 50406 TARTU, ESTONIA",58.367128,26.7024494,Phone 1: 372_7319_167 <br>Contact email: harvikhaigused@kliinikum.ee <br>https://www.kliinikum.ee/harvikhaigused/tutvustus/mis-on-haruldane-haigus-ehk-harvikhaigus/,Description: https://www.kliinikum.ee/harvikhaigused/meie-partnerid/ <br>Age range: For adults and children <br>Type(s): Medical management Member of a ERN,Competence Centre for Rare Diseases - Tartu University Hospital,https://www.google.com/maps/search/L.Puusepa+2+TARTU+Tartu
